model,simID,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
hs,7985,tropical,6.884191904,5.64E-08,0.003170099,7.959548471,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7986,tropical,6.022508153,8.15E-07,1.68E-05,5.23095647,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7987,tropical,2.897799177,1.50E-06,0.000596713,9.52890213,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7988,tropical,1.018368582,2.05E-07,0.00036087,6.343999167,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7989,tropical,9.775780622,9.99E-05,6.82E-07,6.481775163,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7990,tropical,2.341113378,1.29E-06,0.002216726,9.455439785,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7991,tropical,1.227412242,3.43E-08,2.79E-07,4.770290799,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7992,tropical,10.39136706,5.68E-07,6.53E-07,2.660436785,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7993,tropical,3.929487228,3.04E-06,0.001765096,2.892480287,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7994,tropical,2.643265744,6.48E-08,0.000138246,9.568678161,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7995,tropical,4.991025558,3.44E-08,1.10E-06,4.375032346,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7996,tropical,5.595754121,1.28E-05,0.000231368,8.75028235,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7997,tropical,5.340308486,3.50E-06,0.006622599,1.690702021,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7998,tropical,6.170098264,1.34E-07,0.002562679,3.409492657,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,7999,tropical,9.462457526,5.82E-08,0.006439074,3.428018379,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,8000,tropical,1.551642864,1.15E-07,2.11E-05,4.871129891,on,off,10000,11,30000,5000,1,100,0.99,0.75,off,NA,0.1
hs,8001,tropical,3.655086631,1.65E-06,4.51E-05,1.728773572,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8002,tropical,4.721238996,5.66E-06,0.000265647,9.743087535,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8003,tropical,6.728533634,4.29E-06,8.25E-06,2.988728063,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8004,tropical,10.0820779,4.50E-06,0.005955798,6.345897586,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8005,tropical,3.01681931,7.74E-07,3.91E-07,2.05562191,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8006,tropical,9.98389685,7.55E-05,1.57E-07,4.839950173,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8007,tropical,10.44675269,4.06E-07,3.33E-05,8.477059246,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8008,tropical,7.607977925,2.50E-05,7.81E-05,7.957909979,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8009,tropical,7.291140439,1.06E-05,0.001572243,1.98391772,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8010,tropical,1.617862705,1.35E-06,0.000187165,7.115317934,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8011,tropical,3.059745749,3.14E-05,0.005280095,1.209252539,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8012,tropical,2.765567525,7.39E-07,3.62E-05,7.497122492,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8013,tropical,7.870228467,1.08E-08,2.66E-07,10.7837807,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8014,tropical,4.841037182,8.15E-06,0.009415699,9.425044592,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8015,tropical,8.6984142,7.35E-06,1.02E-05,9.42785842,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8016,tropical,5.976992421,5.62E-08,0.003007679,4.874521626,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8017,tropical,8.176185083,3.84E-06,0.002422658,8.930711021,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8018,tropical,10.91906095,1.47E-06,3.04E-06,5.061965591,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8019,tropical,4.800351794,2.19E-07,4.60E-07,3.533489051,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8020,tropical,8.774452213,3.56E-06,2.14E-06,5.19303989,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8021,tropical,10.34705231,2.07E-05,1.07E-07,5.954995329,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8022,tropical,3.121425213,6.85E-06,0.001253167,9.582459569,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8023,tropical,7.516737661,2.48E-07,7.47E-07,8.322648535,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8024,tropical,2.25555096,3.26E-08,0.001642112,10.74428491,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8025,tropical,3.672206687,3.57E-07,6.82E-07,2.000549097,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8026,tropical,4.861140925,5.16E-05,0.000660841,9.32590837,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8027,tropical,1.133903332,1.65E-05,3.93E-05,5.505541779,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8028,tropical,4.823879571,1.08E-05,2.31E-06,9.504591358,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8029,tropical,9.696908457,6.75E-05,5.20E-06,6.697515437,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8030,tropical,4.403489967,9.45E-05,0.000335256,10.61542514,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8031,tropical,5.820801155,2.67E-06,9.07E-05,10.54750734,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8032,tropical,6.995658254,1.31E-08,2.22E-05,3.837795089,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8033,tropical,5.93541307,2.22E-07,4.81E-06,8.396064978,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8034,tropical,2.862176014,1.29E-07,0.006905373,1.707425757,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8035,tropical,9.273733186,2.94E-08,0.000169516,10.00119547,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8036,tropical,7.684667382,1.49E-08,9.58E-07,2.334205726,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8037,tropical,8.942398607,3.03E-07,6.11E-06,6.558860777,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8038,tropical,2.079436259,2.23E-07,3.67E-05,7.004080325,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8039,tropical,8.23710946,4.95E-08,0.002600062,2.32961039,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8040,tropical,5.112744296,3.07E-06,5.80E-07,6.093123373,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8041,tropical,9.209462941,3.90E-07,1.42E-06,4.670499076,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8042,tropical,7.470601938,6.65E-05,6.53E-07,1.033045474,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8043,tropical,8.829327623,4.11E-06,0.00011796,1.479798603,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8044,tropical,6.530363116,2.07E-07,3.22E-05,9.820484502,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8045,tropical,6.297195802,6.15E-08,8.72E-07,9.235170401,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8046,tropical,8.893562317,2.89E-08,1.09E-05,5.13030901,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8047,tropical,1.233312023,9.64E-05,8.16E-05,10.21733218,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8048,tropical,5.77230065,3.29E-07,3.50E-06,5.774029334,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8049,tropical,8.323137387,1.77E-06,2.54E-05,5.749944236,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8050,tropical,7.927315565,8.53E-06,0.004977072,7.57836067,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8051,tropical,5.776196221,3.04E-05,1.70E-07,2.633204538,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8052,tropical,9.612094768,1.94E-06,4.72E-05,1.951943712,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8053,tropical,5.380971072,1.11E-08,1.63E-05,9.615147923,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8054,tropical,3.44797277,4.22E-05,0.003402729,3.398791697,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8055,tropical,1.706790471,1.21E-05,0.002542213,6.55404132,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8056,tropical,1.994661602,3.39E-07,6.55E-07,9.494065951,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8057,tropical,4.162717072,2.38E-08,0.000576705,4.496475806,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8058,tropical,6.186342632,1.58E-08,1.03E-05,10.75738595,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8059,tropical,7.620050764,1.93E-05,6.09E-05,9.694055302,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8060,tropical,5.068301872,2.08E-05,2.52E-07,8.54124051,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8061,tropical,10.12875924,4.16E-06,3.83E-07,3.2367342,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8062,tropical,3.936033728,3.40E-08,0.004226324,8.698164654,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8063,tropical,5.590657263,2.33E-07,0.002478684,9.747135843,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8064,tropical,4.323946742,8.42E-06,6.55E-07,1.437931081,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8065,tropical,7.508704671,4.26E-05,4.55E-05,2.997607071,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8066,tropical,3.580167807,6.09E-06,0.004456161,9.537423583,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8067,tropical,5.785452483,9.25E-08,4.25E-06,7.522541284,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8068,tropical,8.663106706,3.77E-06,6.37E-07,9.693320192,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8069,tropical,1.842469144,1.33E-07,0.005604535,9.136365875,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8070,tropical,9.7532133,6.77E-05,2.05E-05,4.614476379,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8071,tropical,4.390729378,4.30E-08,1.27E-06,1.90895846,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8072,tropical,9.394403502,4.71E-07,1.02E-07,6.746552905,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8073,tropical,4.466834892,1.02E-07,0.000124728,7.547304136,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8074,tropical,4.337749308,2.39E-08,1.03E-05,9.222047763,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8075,tropical,5.763512451,2.05E-05,0.003163465,5.555755151,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8076,tropical,9.921983358,1.26E-06,3.38E-05,10.84328898,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8077,tropical,9.643394706,4.69E-06,0.000428978,8.503983781,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8078,tropical,4.899895435,4.30E-07,1.37E-07,2.33555687,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8079,tropical,8.773206988,2.35E-05,7.89E-06,3.151735127,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8080,tropical,10.60617997,8.90E-06,8.58E-06,9.483795377,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8081,tropical,5.346594848,2.47E-07,4.89E-06,5.653411855,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8082,tropical,8.125146787,6.25E-05,6.64E-06,10.1576779,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8083,tropical,4.999943689,3.86E-06,0.000156236,10.16557738,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8084,tropical,4.253521519,1.38E-08,1.46E-07,9.198545838,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8085,tropical,8.57087148,2.43E-06,0.000302666,6.669011576,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8086,tropical,3.026922551,4.58E-07,0.001196247,7.154771612,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8087,tropical,8.111212225,2.03E-08,3.44E-05,8.948002899,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8088,tropical,2.21691921,1.29E-06,3.66E-07,5.396965485,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8089,tropical,3.45488514,7.07E-05,0.003401077,5.125872531,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8090,tropical,2.433043794,6.84E-06,1.17E-05,6.654852851,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8091,tropical,3.396294151,1.64E-06,2.34E-05,2.51647832,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8092,tropical,1.589343773,9.37E-08,0.000370315,9.074608454,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8093,tropical,7.422882585,1.29E-05,1.62E-06,5.956413663,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8094,tropical,9.762692127,4.05E-06,3.15E-06,2.405091831,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8095,tropical,8.789146774,2.09E-05,0.000332962,2.102892791,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8096,tropical,8.973088259,3.93E-06,0.00072173,2.107910634,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8097,tropical,5.552744536,8.31E-07,1.17E-07,1.047142794,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8098,tropical,5.10084082,9.56E-07,5.71E-05,3.384043552,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8099,tropical,9.108702428,3.31E-07,0.000182939,9.788228792,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8100,tropical,7.049332903,6.34E-07,0.004553062,1.772186574,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8101,tropical,7.547239281,1.81E-05,0.000283112,2.385385601,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8102,tropical,4.531972719,5.19E-05,1.86E-06,1.475245749,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8103,tropical,3.702601459,3.89E-08,1.14E-05,1.339188734,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8104,tropical,10.92684061,9.98E-06,4.12E-07,10.16089018,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8105,tropical,7.334932644,7.99E-05,4.57E-07,9.402003939,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8106,tropical,3.132081352,7.93E-05,0.000158705,2.788714165,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8107,tropical,2.293723481,2.53E-07,5.40E-06,5.952679451,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8108,tropical,5.781180343,3.77E-07,1.30E-05,4.069585271,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8109,tropical,10.2407447,6.37E-05,0.00497788,3.743769619,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8110,tropical,6.987609671,2.67E-08,8.31E-06,2.282438554,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8111,tropical,10.76170695,5.48E-05,1.39E-06,5.293819133,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8112,tropical,8.317925119,2.42E-07,0.000282744,7.959449637,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8113,tropical,4.567269121,1.36E-06,1.12E-07,4.350607185,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8114,tropical,5.314736906,1.43E-06,0.000269559,8.012464334,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8115,tropical,2.482115607,7.23E-06,0.000908601,9.405349148,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8116,tropical,1.130775755,4.20E-07,3.45E-05,9.826320067,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8117,tropical,8.155660661,4.08E-08,3.47E-06,8.665893501,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8118,tropical,2.031842357,2.30E-07,0.000485357,4.220276276,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8119,tropical,5.462843486,3.21E-06,3.34E-06,1.421170078,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8120,tropical,7.401010451,1.70E-08,0.000747384,9.927099223,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8121,tropical,10.9183862,2.55E-05,3.64E-07,7.381051452,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8122,tropical,5.955935779,7.09E-08,0.000974358,6.544931162,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8123,tropical,5.843495244,1.44E-06,2.85E-05,8.663299481,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8124,tropical,2.734423349,3.52E-08,0.0014608,1.968612945,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8125,tropical,8.548209445,1.99E-07,0.000619606,8.480164876,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8126,tropical,5.538954892,3.05E-06,0.003241401,9.752179877,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8127,tropical,6.111697838,1.06E-07,2.47E-06,1.076685955,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8128,tropical,3.075451133,3.46E-06,1.69E-05,10.34916985,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8129,tropical,3.286581427,8.76E-07,2.29E-06,5.069656581,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8130,tropical,6.957119963,5.66E-05,4.46E-06,8.887633897,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8131,tropical,6.748721983,2.69E-05,0.002079712,10.76127625,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8132,tropical,1.770643803,3.04E-07,3.54E-07,4.334025459,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8133,tropical,1.355405796,1.81E-07,1.03E-05,8.87214821,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8134,tropical,7.427954922,2.06E-05,1.07E-05,1.893609161,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8135,tropical,10.286152,6.42E-07,1.52E-05,1.43699902,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8136,tropical,6.980924224,1.83E-07,7.67E-07,6.149337382,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8137,tropical,6.60900748,2.46E-08,2.13E-06,1.480893275,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8138,tropical,6.260277239,1.82E-08,0.000198495,1.891961276,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8139,tropical,10.85095224,5.73E-06,0.001203033,7.883255215,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8140,tropical,6.076418223,4.70E-06,1.28E-05,1.348385337,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8141,tropical,7.827880787,4.15E-05,6.31E-07,5.309109244,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8142,tropical,7.015412176,1.61E-07,2.77E-06,8.592940512,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8143,tropical,3.388686778,5.39E-05,0.001024814,9.317969546,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8144,tropical,3.581659267,6.43E-08,6.63E-07,4.824625169,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8145,tropical,8.293096234,1.48E-05,0.000889127,7.155548189,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8146,tropical,5.525708314,7.92E-08,4.18E-05,4.449866504,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8147,tropical,2.751267684,1.33E-08,3.98E-06,6.322787741,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8148,tropical,8.466982696,2.81E-05,2.38E-06,3.600091069,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8149,tropical,2.049876404,5.50E-06,0.001022092,6.728606223,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8150,tropical,9.64544949,5.87E-05,3.31E-07,10.05846678,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8151,tropical,7.146449717,5.05E-06,0.001550998,6.660218785,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8152,tropical,6.571595388,2.36E-05,2.49E-07,1.564868178,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8153,tropical,4.287773191,2.80E-07,0.000387097,2.021137454,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8154,tropical,5.531314455,3.71E-07,0.00210421,4.283418559,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8155,tropical,6.004409726,1.87E-06,0.007812518,10.90600507,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8156,tropical,2.808663611,2.40E-08,1.76E-06,8.143653394,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8157,tropical,6.296306028,5.96E-08,1.33E-07,1.789741839,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8158,tropical,1.752757457,2.25E-06,1.30E-06,7.142164494,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8159,tropical,3.777559326,1.01E-05,4.07E-07,5.932336728,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8160,tropical,3.126995192,2.94E-05,8.44E-06,3.690976548,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8161,tropical,3.84790481,3.07E-07,2.64E-07,3.931108628,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8162,tropical,9.950941029,1.57E-05,2.59E-06,5.752783002,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8163,tropical,5.462353233,1.71E-08,6.81E-05,10.64078546,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8164,tropical,8.799848898,3.12E-06,4.39E-06,5.236321021,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8165,tropical,9.806190349,2.67E-07,0.00521643,9.440970958,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8166,tropical,5.131242095,2.25E-06,7.70E-06,10.53827351,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8167,tropical,1.638084805,4.52E-05,0.005842222,3.864735248,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8168,tropical,4.354874917,6.28E-08,2.32E-06,6.408493979,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8169,tropical,8.237259466,2.99E-07,0.000273307,6.813783179,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8170,tropical,4.376153335,4.85E-06,4.84E-07,3.562868944,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8171,tropical,7.304141225,1.18E-05,0.001124744,9.780839683,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8172,tropical,9.40614554,1.23E-06,0.000650165,9.823023876,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8173,tropical,9.561316647,2.05E-05,1.63E-05,10.87334685,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8174,tropical,4.91359281,1.28E-06,1.92E-05,2.016209011,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8175,tropical,4.804938856,1.02E-06,0.000252508,7.187750022,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8176,tropical,9.95445426,4.79E-07,2.35E-07,8.047337699,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8177,tropical,7.443157629,2.81E-07,0.000171059,2.485884308,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8178,tropical,8.410786487,3.12E-08,0.00089037,9.908105916,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8179,tropical,7.053034465,1.56E-07,1.31E-06,2.626703001,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8180,tropical,10.03081611,1.28E-07,1.60E-07,2.218664695,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8181,tropical,3.937301551,1.20E-05,8.38E-06,10.77556857,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8182,tropical,2.912601099,1.30E-05,5.25E-06,7.271102654,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8183,tropical,9.864509433,3.76E-08,1.71E-05,1.1919943,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8184,tropical,6.033394857,1.15E-06,8.59E-06,9.291641446,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8185,tropical,9.77057543,2.45E-06,0.003904717,10.98877475,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8186,tropical,2.891936224,1.06E-06,7.41E-07,9.680955162,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8187,tropical,8.581030524,3.50E-07,5.62E-07,4.969110749,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,8188,tropical,8.244988927,5.06E-07,0.000116412,10.36241783,off,off,10000,11,30000,5000,1,0,0,0,off,NA,0.1
